NAME	aNSCs	Astrocytes	Brown_adipocytes	Cardiac_fibroblasts	Dermal_fibroblasts	Endothelial_cells	Erythrocytes	Granulocytes	Macrophages	Microglia	Monocytes	Neurons	Neutrophils	NK_cells	NPCs	Oligodendrocytes	qNSCs	Plasma_cells	T_cells	White_adipocytes	Cardiomyocytes	Hepatocytes	B_cells	
Cadm2	49.730595636729035	2280.7249288133307	17.712309055601146	14.650070164540253	28.64990205264079	23.6516129064542	12.538640937968701	12.538640937968701	12.538640937968701	28.026673116225904	12.538640937968701	1923.5397099278744	12.538640937968701	12.538640937968701	54.09476696620368	463.8161594545199	3001.547874026099	12.538640937968701	12.538640937968701	32.20082864753424	12.538640937968701	12.538640937968701	12.538640937968701	
Cadm3	51.42695866875928	124.49155226350102	21.285527573573148	28.075627507516494	18.240946160193495	12.538640937968701	12.538640937968701	18.4806012909409	16.12040843584835	46.26424037409959	73.07105853881642	1434.1470879258352	14.35754618993035	12.538640937968701	40.39567916703809	412.6092543585399	19.380751614413057	12.538640937968701	12.538640937968701	38.445048120380655	15.300715797008353	12.538640937968701	13.53991763684715	
Cadm4	32.43772093489795	213.65824753134507	85.00349635747656	35.05904904853065	21.807296139532998	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	29.110542421856543	12.538640937968701	102.70182633325791	12.538640937968701	12.538640937968701	56.22666642947719	5299.724721458399	106.1165245270347	26.520838549354007	12.538640937968701	37.3521956115479	189.21731904881352	51.29904657166594	19.799995047360603	
Cadps	53.558577775044064	362.41921910859094	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	34.86075347051004	12.538640937968701	3012.515416133575	12.538640937968701	12.538640937968701	113.98610354101797	137.751629987802	28.991290185319052	16.574874640301296	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	
Calcrl	19.2360083945308	52.62472827085022	34.01298685487035	57.24541699146819	36.307841819475	1844.3336954515748	22.69319169498745	122.08500043733292	170.25656979800254	115.26134574377598	48.208361250024495	31.983531833115407	170.73530429016017	61.41883133388691	76.07934152025611	20.781055411500198	17.707312312340797	37.96855747084979	89.9178754278114	118.552570582205	107.14812435982522	26.70077763984525	110.28134607663647	
Cald1	52.1147739568631	197.905919135003	1009.3093426416149	6194.050946857715	7135.876007372358	291.22351036089646	19.634077203747452	22.583715107002305	279.41455041916396	33.91232919055355	26.47334351679139	121.1440719787455	37.36444901131105	12.538640937968701	589.1109769981618	82.56352160743518	31.299019704963595	14.609471153020102	12.538640937968701	794.8487567941509	247.84742357976103	4523.578138298513	15.695369205637547	
Camk2b	19.35661908211536	105.66575348949902	24.497345391967848	28.83658865289495	23.788972660109295	16.137541881890602	45.09888688951024	28.3647779259641	24.363288560693846	107.99942082603704	26.47334351679139	2044.6063891140188	17.28518812341155	182.13243271201492	2647.7469607790804	91.46673603984709	15.29803034261295	57.26192693336703	40.964945950416706	32.37473555158135	91.0158756499646	58.63549225893905	27.00607157066925	
Camp	12.538640937968701	12.538640937968701	14.461082112814301	35.83819417019235	12.538640937968701	12.538640937968701	247.43544920242402	318369.32347623695	49.68208348080711	47.5580616090932	48.4122230970971	12.538640937968701	129801.450842224	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	15.969717655733398	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	14.667336721256849	
Cand2	2658.0147208284493	173.53096828823593	152.3395644917659	619.6428723022186	103.90419757753001	839.472514341433	16.565608097733453	24.352942424480503	18.546923424103248	257.49982558237843	26.5107834104818	91.92248696743033	34.83576881951775	23.182142158697005	280.975729228742	95.35081772977807	288.6226395982835	209.10766297966194	98.66999316757801	141.05974633142	3503.7210750644977	136.86552016441846	55.641728253261135	
Capg	23.844557447882405	19.616179466201604	192.8961566369867	746.1679816169303	590.5608491144104	346.8613817015961	184.94121708224804	6772.094229122693	1116.9247400620998	86.21533397931347	2827.567918006971	16.702535802972797	6488.30764481472	99.24612637153646	21.678261147550796	24.707719607788906	12.538640937968701	562.1895693479889	239.00720947790796	306.3501050747725	25.4540785378798	39.07337465509666	1226.3392500305556	
Capn3	12.538640937968701	37.397459011277384	16.770319195196	15.571575191649902	15.449656391241298	12.538640937968701	12.538640937968701	12.538640937968701	23.363756844723497	1948.3603241506257	12.538640937968701	46.08245764587289	19.3918985014812	26.836083318636497	14.237910408676894	33.454654829301894	12.538640937968701	22.911979200211103	44.855755057535184	21.69037647780455	61.00340515654925	14.266124273273547	25.64962810876296	
Capn5	12.538640937968701	89.91413768082462	56.5340527616318	176.3095662806344	57.01175971937659	12.538640937968701	1374.6276828736752	40.27889895004561	113.43883696710695	25.5009876966312	12.538640937968701	95.59689374924986	19.825302002308753	40.66143508949791	49.260454654458	1521.806522758929	37.744726341687	523.590748462349	15.619097858218696	82.88222861645062	26.365041356295695	109.66670412732452	78.82942007013057	
Car1	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	1890.9154389473993	64.677123967469	12.538640937968701	12.538640937968701	104.251715834201	12.538640937968701	69.35139265904816	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	15.561115129781303	12.538640937968701	19.300819845373752	12.538640937968701	14.812263469836802	12.538640937968701	
Car14	334.1784679362148	55.4379482339378	31.050213630996993	48.57440922527346	12.538640937968701	116.3732371659795	16.041608114278553	12.538640937968701	12.538640937968701	22.448958119402004	12.538640937968701	38.2990561582903	12.538640937968701	12.538640937968701	18.5001319912765	571.4305723309748	78.18012481965063	24.5778790768617	12.538640937968701	33.1082602268501	1584.5856127828852	84.63968498190684	12.538640937968701	
Car2	54.29182674716174	375.06097108543304	563.6568413137686	16.343555026580454	16.520811012670894	732.8741087934279	87115.58714240696	1003.08834974613	27.303371046099947	43.43764741532581	465.1726437070646	77.79898622909161	1340.0156991852618	666.6211747545113	142.43285593154303	3535.04509886222	3620.370957616831	26.2032734275478	74.24611258963328	102.05055398157081	48.02415390022141	36.705525600913255	58.28953570694456	
Car3	377.59941620781194	15.632414894356694	3677.400415372919	12.538640937968701	12.538640937968701	16.545713267279446	16.041608114278553	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	15.70433941045735	20.95629490061735	12.538640937968701	31.432620115044614	15.5199472866387	37.8070268187152	12.538640937968701	12.538640937968701	24031.77462275145	25.049877783975802	528.5657887453004	12.538640937968701	
